sofifa_id,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,overall,player_positions
242635,I. Ogbu,Igoh Ogbu,19,2000-02-08,187,78,Nigeria,Rosenborg BK,Norwegian Eliteserien,60,"CB, CM"
243156,Álvaro García,Álvaro García Segovia,19,2000-06-01,183,75,Spain,Albacete BP,Spanish Segunda División,60,"CM, CDM"
243516,A. Nguiamba,Aurélien Nguiamba,20,1999-01-18,179,73,France,AS Nancy Lorraine,French Ligue 2,60,"CDM, CM"
244508,O. Atilgan,Osman Atilgan,19,1999-08-01,178,66,Germany,SG Dynamo Dresden,German 2. Bundesliga,60,"ST, RW"
245154,A. Verda,Álvaro Verda Dávalos,20,1999-01-29,183,78,Mexico,Querétaro,Mexican Liga MX,60,ST
245264,M. Kaufmann,Mikkel Kaufmann Sørensen,18,2001-01-03,190,80,Denmark,Aalborg BK,Danish Superliga,60,"ST, LW"
245426,M. Kumbulla,Marash Kumbulla,19,2000-02-08,185,78,Albania,Hellas Verona,Italian Serie A,60,CB
245749,A. Baroan,Antoine Baroan,19,2000-06-24,188,82,France,Chamois Niortais Football Club,French Ligue 2,60,"LM, ST"
245769,E. Majetschak,Erik Majetschak,19,2000-03-01,185,80,Germany,FC Erzgebirge Aue,German 2. Bundesliga,60,CM
246854,K. Arima,有馬 幸太郎,18,2000-09-03,181,71,Japan,Kashima Antlers,Japanese J. League Division 1,60,"RM, ST, LM"
247369,T. Ducrocq,Tom Ducrocq,19,1999-08-25,176,62,France,Racing Club de Lens,French Ligue 2,60,CM
247407,K. Mouanga,Kévin Mouanga,18,2000-07-24,191,80,France,Angers SCO,French Ligue 1,60,CB
248052,R. Fernández,Roberto Carlos Fernández Toro,19,1999-07-12,170,70,Bolivia,,,60,LB
248254,S. Soto,Sebastian Guerra Soto,18,2000-07-28,183,78,United States,Hannover 96,German 2. Bundesliga,60,ST
250725,M. Diarra,Moussa Diarra,18,2000-11-10,183,68,France,Toulouse Football Club,French Ligue 1,60,"LB, CB"
251192,B. Ndilu,Bridge Ndilu,18,2000-07-21,186,80,France,FC Nantes,French Ligue 1,60,ST
251845,A. Francis,Abu Francis,18,2001-04-27,184,72,Ghana,FC Nordsjælland,Danish Superliga,60,CM
252208,R. Yilmaz,Rıdvan Yılmaz,18,2001-05-21,174,67,Turkey,Beşiktaş JK,Turkish Süper Lig,60,LB
226261,C. Ainley,Callum Ainley,21,1997-11-02,173,64,England,Crewe Alexandra,English League Two,60,"RM, CM"
230162,I. Wilson,Iain Wilson,20,1998-12-15,187,67,Scotland,Kilmarnock,Scottish Premiership,60,"CDM, CM, CB"
236550,M. Ndjoli,Mikael Ndjoli,20,1998-12-16,183,64,England,Gillingham,English League One,60,ST
236664,L. Rivas,Leonel Rivas,19,1999-12-04,173,67,Argentina,Club Atlético Talleres,Argentina Primera División,60,"CAM, RM"
237613,M. Pompetti,Marco Pompetti,19,2000-05-22,176,70,Italy,Sampdoria,Italian Serie A,60,CM
238997,D. Desprez,Didier Desprez,20,1999-03-13,189,83,France,Racing Club de Lens,French Ligue 2,60,GK
239609,Liu Ruofan,刘若钒,20,1999-01-28,188,75,China PR,Shanghai Greenland Shenhua FC,Chinese Super League,60,RM
240345,I. Kanu,Idris Kanu,19,1999-12-05,182,75,England,Peterborough United,English League One,60,"ST, RM"
240778,G. Gori,Gabriele Gori,20,1999-02-13,187,74,Italy,Fiorentina,Italian Serie A,60,ST
240785,M. Cerofolini,Michele Cerofolini,20,1999-01-04,188,80,Italy,Fiorentina,Italian Serie A,60,GK
240808,F. Murray,Fraser Murray,20,1999-05-07,173,68,Scotland,Hibernian,Scottish Premiership,60,"LM, CAM, CM"
242612,E. Chilufya,Edward Chilufya,19,1999-09-17,171,68,Zambia,Djurgårdens IF,Swedish Allsvenskan,60,"LW, RW"
243233,D. Wanner,Dominik Wanner,20,1999-05-04,179,71,Germany,Borussia Dortmund,German 1. Bundesliga,60,"LM, LB, LW"
245000,N. Mekonnen,Naod Pablo de Oliveira Mekonnen,19,2000-01-17,177,65,Germany,SC Preußen Münster,German 3. Bundesliga,60,"CDM, CB"
245252,A. Gürleyen,Ahmet Ege Gürleyen,20,1999-04-26,192,90,Germany,1. FSV Mainz 05,German 1. Bundesliga,60,CB
245376,M. Młyński,Mateusz Młyński,18,2001-01-02,178,66,Poland,Arka Gdynia,Polish T-Mobile Ekstraklasa,60,"LM, CAM"
245410,M. Talbi,Montassar Talbi,21,1998-05-26,178,74,France,Çaykur Rizespor,Turkish Süper Lig,60,CB
245565,M. Belkheir,Mouhamed Menaour Belkheir,20,1999-01-02,185,77,Algeria,Torino,Italian Serie A,60,"ST, LW"
245780,F. Schwarzholz,Felix Schwarzholz,19,1999-09-24,181,75,Germany,FC Augsburg,German 1. Bundesliga,60,CDM
246237,E. Bullaude,Ezequiel Eduardo Bullaude,18,2000-10-26,184,73,Argentina,Godoy Cruz,Argentina Primera División,60,"ST, RM"
246677,R. Sans,Romain Sans,20,1999-03-19,176,70,France,FC Sochaux-Montbéliard,French Ligue 2,60,LB
246680,S. Mackie,Sean Mackie,20,1998-11-04,178,75,Scotland,Hibernian,Scottish Premiership,60,"LB, LWB"
247101,B. Moltenis,Boris Sébastien Moltenis,20,1999-05-08,185,80,France,FC Sochaux-Montbéliard,French Ligue 2,60,CB
247737,J. Sánchez de León,Juan Manuel Sánchez de León,19,1999-07-07,178,70,Argentina,Racing Club,Argentina Primera División,60,"CB, CDM"
247774,R. González,Rodrigo González,19,2000-04-14,170,60,Argentina,Rosario Central,Argentina Primera División,60,RB
248201,M. Minchev,Martin Yankov Minchev,18,2001-04-22,176,70,Bulgaria,,,60,ST
251317,A. Lungwitz,Alexander Lungwitz,18,2000-08-04,180,71,Germany,SpVgg Greuther Fürth,German 2. Bundesliga,60,LB
251405,K. Ehlers,Kevin Ehlers,18,2001-01-23,187,85,Germany,SG Dynamo Dresden,German 2. Bundesliga,60,CB
251540,Patrick,Patrick Luan dos Santos,20,1998-10-31,179,77,Brazil,FC Sion,Swiss Super League,60,ST
251628,A. Ugur,Adnan Ugur,18,2001-06-28,184,68,Belgium,Fortuna Sittard,Holland Eredivisie,60,"CM, LM"
252236,S. Bakaev,Soltmurad Bakaev,19,1999-08-05,178,68,Russia,Spartak Moscow,Rest of World,60,"RM, LM"
252255,Barredo,Pablo Barredo Calvo,19,2000-01-01,180,75,Spain,SD Ponferradina,Spanish Segunda División,60,GK
252325,Ismael,Ismael Gutiérrez Montilla,18,2000-08-07,176,67,Spain,Real Betis,Spain Primera Division,60,CM
252391,Rúben Fonseca,Rúben Miguel Valente Fonseca,19,2000-02-24,188,82,Portugal,CD Tondela,Portuguese Liga ZON SAGRES,60,ST
252467,V. Pinto,Vincenzo Pinto,18,2000-10-31,185,75,Italy,Spezia,Italian Serie B,60,ST
223960,I. Buckley-Ricketts,Isaac Buckley-Ricketts,21,1998-03-14,178,68,England,Peterborough United,English League One,60,RM
228642,J. Tilley,James Tilley,21,1998-06-13,175,69,England,Brighton & Hove Albion,English Premier League,60,"CAM, LM, CM"
232549,M. Peano,Marcos Hernán Peano,20,1998-10-15,185,70,Argentina,Unión de Santa Fe,Argentina Primera División,60,GK
233116,C. Kahraman,Cihan Kahraman,20,1998-10-08,175,70,Turkey,1. FC Union Berlin,German 1. Bundesliga,60,"CAM, CM"
233780,A. Maldonado,Alexis Maldonado,21,1997-09-02,188,86,Argentina,Club Atlético Banfield,Argentina Primera División,60,CB
235247,S. Smith,Sam Smith,21,1998-03-08,181,73,England,Cambridge United,English League Two,60,ST
236589,S. Pasquali,Sebastian Pasquali,19,1999-11-07,176,70,Australia,Western United FC,Australian Hyundai A-League,60,"CM, CDM"
237081,V. Xenopoulos,Vasilios Xenopoulos,21,1998-05-20,185,84,Greece,Panathinaikos FC,Rest of World,60,GK
237536,M. İnan,Mustafa İnan,19,2000-01-24,182,73,Turkey,Antalyaspor,Turkish Süper Lig,60,CM
237965,Yeun Jong Gyu,윤종규 Jong Gyu Yeun,21,1998-03-20,173,65,Korea Republic,FC Seoul,Korean K League Classic,60,"RM, CM, RB"
238058,C. O'Hare,Callum O'Hare,21,1998-05-01,173,65,England,Aston Villa,English Premier League,60,"CM, CAM, ST"
238132,N. Røjkjær,Nicklas Røjkjær,20,1998-07-24,179,68,Denmark,Esbjerg fB,Danish Superliga,60,LW
238177,A. Hartigan,Anthony Hartigan,19,2000-01-27,178,68,England,AFC Wimbledon,English League One,60,CM
238409,M. Fossey,Marlon Fossey,20,1998-09-09,179,76,United States,Fulham,English League Championship,60,RB
238904,A. Łyszczarz,Adrian Łyszczarz,19,1999-08-22,176,68,Poland,Śląsk Wrocław,Polish T-Mobile Ekstraklasa,60,CAM
239355,R. Boultam,Reda Boultam,21,1998-03-03,187,77,Netherlands,US Cremonese,Italian Serie B,60,"RM, CM"
240429,R. Souici,Rayan Souici,21,1998-02-28,184,75,France,Servette FC,Swiss Super League,60,CM
240599,C. Hendry,Callum Hendry,21,1997-12-08,182,70,Scotland,St. Johnstone FC,Scottish Premiership,60,ST
240800,F. Malagueño,Franco Malagueño,20,1998-10-10,167,68,Argentina,Club Atlético Talleres,Argentina Primera División,60,"RB, RWB"
242223,A. Al Hamdan,Abdullah Al Hamdan,19,1999-09-12,185,77,Saudi Arabia,Al Shabab,Saudi Abdul L. Jameel League,60,ST
242454,M. Čović,Maurice Čović,21,1998-04-17,175,65,Germany,Hertha BSC,German 1. Bundesliga,60,"RM, LM"
242850,S. Asta,Simon Asta,18,2001-01-25,178,75,Germany,FC Augsburg,German 1. Bundesliga,60,RB
242971,C. Palacios,Carlos Alonso Enrique Palacios Núñez,18,2000-07-20,168,67,Chile,Unión Española,Chilian Campeonato Nacional,60,"CAM, ST"
243397,Daniel Rebollo,Daniel Rebollo Franco,19,1999-12-10,187,78,Spain,Real Betis,Spain Primera Division,60,GK
243477,T. Badaloni,Tomás Oscar Badaloni,19,2000-05-02,186,81,Argentina,Godoy Cruz,Argentina Primera División,60,ST
243720,P. Sokół,Paweł Sokół,19,2000-03-02,193,84,Poland,Korona Kielce,Polish T-Mobile Ekstraklasa,60,GK
245338,T. van den Belt,Thomas van den Belt,18,2001-06-18,174,67,Netherlands,PEC Zwolle,Holland Eredivisie,60,CM
245404,S. Tiffoney,Scott Tiffoney,20,1998-08-06,175,68,Scotland,Livingston FC,Scottish Premiership,60,"RW, LW"
246663,B. Hadžić,Benjamin Hadžić,20,1999-03-04,184,80,Bosnia Herzegovina,Hannover 96,German 2. Bundesliga,60,ST
246885,N. Capaldo,Nicolás Capaldo Toboas,21,1997-09-14,177,73,Argentina,Boca Juniors,Argentina Primera División,60,CM
247160,J. Rivera,Jean Lucas Rivera Murillo,21,1997-09-28,175,68,Colombia,Atlético Nacional,Colombian Liga Postobón,60,"LM, RM"
247316,I. Baidoo,Ishmael Baidoo,20,1998-12-01,170,65,Ghana,Górnik Zabrze,Polish T-Mobile Ekstraklasa,60,RM
250775,Li Haoran,李浩然,19,1999-11-05,180,64,China PR,Royal Antwerp FC,Belgian Jupiler Pro League,60,LM
250941,D. Köhn,Derrick Arthur Köhn,20,1999-02-04,180,73,Germany,Bayern München II,German 3. Bundesliga,60,"LB, CDM, LM"
252175,A. Maiz,Aldo Agustín Maíz Gill,18,2000-08-27,172,66,Paraguay,Defensa y Justicia,Argentina Primera División,60,CM
252797,M. Çapkan,Mahsun Çapkan,19,1999-10-08,177,68,Turkey,Çaykur Rizespor,Turkish Süper Lig,60,LM
227682,G. Lapslie,George Lapslie,21,1997-09-01,173,66,England,Charlton Athletic,English League Championship,60,CM
227974,K. Benyu,Kundai Benyu,21,1997-12-12,178,63,Zimbabwe,Helsingborgs IF,Swedish Allsvenskan,60,"CM, LM"
230807,H. Coulson,Hayden Coulson,21,1998-06-17,172,70,England,Middlesbrough,English League Championship,60,LB
232110,T. Glover,Thomas Glover,21,1997-12-24,190,85,Australia,Melbourne City FC,Australian Hyundai A-League,60,GK
232275,F. Puntoriere,Francesco Puntoriere,21,1998-04-23,179,70,Italy,Virtus Entella,Italian Serie B,60,ST
233734,M. Di Paola,Manuel Di Paola,21,1997-10-06,180,72,Italy,Virtus Entella,Italian Serie B,60,CM
233793,A. Lewis,Aaron Lewis,21,1998-06-26,183,85,Wales,Lincoln City,English League One,60,"RB, LB"
233865,R. Hale,Ronan Hale,20,1998-09-08,176,70,Republic of Ireland,St. Patrick's Athletic,Rep. Ireland Airtricity League,60,"RM, RW, ST"
234369,M. Mølvadgaard,Marcus Mølvadgaard,19,1999-08-03,189,82,Denmark,Randers FC,Danish Superliga,60,ST
236787,D. Franke,Dominik Franke,20,1998-10-05,184,76,Germany,SV Wehen Wiesbaden,German 2. Bundesliga,60,"CB, LB"
237254,K. Denkey,Ahoueke Steeve Kévin Denkey,18,2000-11-30,181,81,Togo,Nîmes Olympique,French Ligue 1,60,"ST, RM"
239226,J. Torres,Juan Pablo Torres,19,1999-07-26,174,71,United States,New York City FC,USA Major League Soccer,60,CDM
241022,J. Díaz,Juan Ignacio Díaz,21,1998-05-26,175,70,Argentina,Estudiantes de La Plata,Argentina Primera División,60,"LB, CB"
241963,H. Al Ghamdi,Hamed Al Ghamdi,20,1999-04-02,161,59,Saudi Arabia,Ettifaq FC,Saudi Abdul L. Jameel League,60,"CM, CAM, CDM"
242358,R. Sadiku,Rijad Sadiku,19,2000-01-18,187,82,Bosnia Herzegovina,Royal Excel Mouscron,Belgian Jupiler Pro League,60,"CB, CDM"
242800,G. Tanner,George Tanner,19,1999-11-16,181,71,England,Morecambe,English League Two,60,"RB, LB"
243305,W. Kuzain,Wan Kuzain Wan Kamal,20,1998-09-14,178,73,United States,Sporting Kansas City,USA Major League Soccer,60,"CDM, CM"
244066,C. Frommann,Constantin Frommann,21,1998-05-27,185,78,Germany,SG Sonnenhof Großaspach,German 3. Bundesliga,60,GK
244076,Y. Otto,Yari Otto,20,1999-05-27,180,71,Germany,Eintracht Braunschweig,German 3. Bundesliga,60,"CAM, ST"
244490,J. Stanić,Jozo Stanić,20,1999-04-06,188,80,Croatia,FC Augsburg,German 1. Bundesliga,60,CB
245336,M. Kilman,Maximilian Kilman,22,1997-05-23,195,80,England,Wolverhampton Wanderers,English Premier League,60,"CB, LB, CM"
245742,M. Rieder,Maarten Rieder,19,1999-09-29,172,71,Netherlands,ADO Den Haag,Holland Eredivisie,60,CM
245856,M. Batmaz,Malik Batmaz,19,2000-03-17,180,77,Turkey,Karlsruher SC,German 2. Bundesliga,60,ST
246254,A. Mironov,Aleksey Mironov,19,2000-01-01,175,70,Russia,Lokomotiv Moscow,Rest of World,60,"CM, CDM"
247542,M. De Smet,Mathieu De Smet,19,2000-04-27,183,67,Belgium,SV Zulte-Waregem,Belgian Jupiler Pro League,60,"LM, ST"
248205,K. Maradishvili,Konstantin Maradishvili,19,2000-02-02,179,70,Russia,PFC CSKA Moscow,Rest of World,60,"CDM, CM"
250851,F. Alves,Frederik Alves Ibsen,19,1999-11-08,189,78,Denmark,Silkeborg IF,Danish Superliga,60,CB
251226,Y. Ibrahim,Yassin Ibrahim,19,2000-02-09,185,74,Germany,FC Würzburger Kickers,German 3. Bundesliga,60,"LM, RM"
251335,W. Coulibaly,Woyo Coulibaly,20,1999-05-20,190,83,France,Le Havre AC,French Ligue 2,60,"RB, LB"
251872,R. Neciu,Robert Sorin Neciu,20,1999-01-10,173,70,Romania,Chindia Târgovişte,Romanian Liga I,60,LB
252263,N. Kölle,Niklas Kölle,19,1999-11-17,181,77,Germany,1. FSV Mainz 05,German 1. Bundesliga,60,LB
252785,A. Álvarez,Tomás Agustín Álvarez,19,2000-01-08,175,65,Argentina,Godoy Cruz,Argentina Primera División,60,RB
215425,F. Sachpekidis,Filip Sachpekidis,21,1997-07-03,180,76,Sweden,Kalmar FF,Swedish Allsvenskan,60,"LM, RM"
227815,V. Arboleda,Víctor Manuel Arboleda Murillo,22,1997-01-01,170,65,Colombia,Alianza Petrolera,Colombian Liga Postobón,60,"RW, CF"
231914,D. Margush,Daniel Margush,21,1997-11-28,187,80,Australia,Adelaide United,Australian Hyundai A-League,60,GK
234207,J. Kitolano,John Kitolano,19,1999-10-18,174,68,Norway,Wolverhampton Wanderers,English Premier League,60,"LWB, LB"
235606,J. Karlstrøm,Jacob Karlstrøm,22,1997-01-09,200,90,Norway,Tromsø IL,Norwegian Eliteserien,60,GK
236849,D. Ceter,Damir Ceter Valencia,21,1997-11-02,189,84,Colombia,Chievo Verona,Italian Serie B,60,ST
240076,S. Spahiu,Sebastjan Spahiu,19,1999-10-30,172,74,Belgium,Royal Excel Mouscron,Belgian Jupiler Pro League,60,CAM
240171,D. Ryan,Dylan James Ryan,19,2000-06-10,184,73,Australia,Willem II,Holland Eredivisie,60,CB
240605,A. Collins,Archie Collins,19,1999-08-31,175,63,England,Exeter City,English League Two,60,"CM, CDM"
241031,F. Garcés,Facundo Tomás Garcés,19,1999-09-05,188,82,Argentina,Club Atlético Colón,Argentina Primera División,60,CB
242823,E. Cantú,Eric David Cantú Guerrero,20,1999-02-28,171,60,Mexico,Monterrey,Mexican Liga MX,60,"CM, RM"
243476,M. Borgogno,Matías Nahuel Borgogno,20,1998-08-21,187,74,Argentina,Vélez Sarsfield,Argentina Primera División,60,GK
243758,B. Żynel,Bartłomiej Żynel,21,1998-04-09,187,78,Poland,Wisła Płock,Polish T-Mobile Ekstraklasa,60,GK
244048,L. Coordes,Luis Angel Coordes,20,1999-01-02,180,74,Dominican Republic,FC St. Pauli,German 2. Bundesliga,60,"LM, RM"
244105,J. Asiri,Jaber Nasser Asiri,21,1997-09-24,178,64,Saudi Arabia,Al Wehda,Saudi Abdul L. Jameel League,60,ST
244372,J. Bednarczyk,Jakub Jacek Bednarczyk,20,1999-01-02,184,70,Poland,FC St. Pauli,German 2. Bundesliga,60,"RM, RB, LM"
244612,L. Martínez,Luis Armando Martínez Aguilar,20,1999-04-03,176,77,Mexico,Club Tijuana,Mexican Liga MX,60,RB
245176,J. Bartels,Jan-Christoph Bartels,20,1999-01-13,188,80,Germany,SV Wehen Wiesbaden,German 2. Bundesliga,60,GK
245339,V. Drkušić,Vanja Drkušić,19,1999-10-30,185,80,Slovenia,SC Heerenveen,Holland Eredivisie,60,CB
245863,V. Gendrey,Valentin Gendrey,19,2000-06-21,179,75,France,Amiens SC,French Ligue 1,60,RB
246278,Manu Navarro,Manuel Navarro Sánchez,18,2000-10-09,180,75,Spain,Rayo Vallecano,Spanish Segunda División,60,CM
246353,R. Musaba,Richie Musaba,18,2000-12-06,177,68,Netherlands,Vitesse,Holland Eredivisie,60,CAM
247637,P. Vassell,Peter-Lee Vassell,20,1999-03-15,180,59,Jamaica,Los Angeles FC,USA Major League Soccer,60,CM
248476,J. García,José Luis García Montes,21,1998-05-14,175,70,Mexico,Tigres U.A.N.L.,Mexican Liga MX,60,CDM
251846,M. Velisar,Mihai Velisar,20,1998-08-30,178,77,Romania,Gaz Metan Mediaş,Romanian Liga I,60,LB
251913,A. Stahl,Albert Tivadar Stahl,20,1999-01-11,180,69,Romania,Astra Giurgiu,Romanian Liga I,60,RM
252569,M. Cavar,Marin Cavar,20,1999-06-18,193,79,Switzerland,Chievo Verona,Italian Serie B,60,"CB, RB"
252781,A. Tribuzzi,Alessio Tribuzzi,20,1998-11-19,183,73,Italy,Frosinone,Italian Serie B,60,CAM
252791,V. Kucheruk,Vladyslav Kucheruk,20,1999-02-14,190,80,Ukraine,Dynamo Kyiv,Rest of World,60,GK
223989,N. Husin,Noor Husin,22,1997-03-03,178,65,Afghanistan,Stevenage,English League Two,60,"CM, CDM"
224307,T. Watson,Tennai Watson,22,1997-03-04,179,73,England,Reading,English League Championship,60,RB
227759,C. Miller,Calvin Miller,21,1998-01-09,175,70,Scotland,Celtic,Scottish Premiership,60,"LB, LM"
228744,J. Valencia,Jhojan Manuel Valencia Jiménez,22,1996-07-27,172,75,Colombia,Unión Magdalena,Colombian Liga Postobón,60,CDM
229008,A. Wilk,Adam Wilk,21,1997-11-21,196,87,Poland,Cracovia,Polish T-Mobile Ekstraklasa,60,GK
230646,A. Chrzanowski,Adam Chrzanowski,20,1999-03-31,186,78,Poland,Lechia Gdańsk,Polish T-Mobile Ekstraklasa,60,"CB, CDM"
233404,I. Rojas,Iván Andrés Rojas Vásquez,21,1997-07-24,178,76,Colombia,Envigado FC,Colombian Liga Postobón,60,CDM
233425,E. Kastrati,Elhan Kastrati,22,1997-02-02,186,74,Albania,Pescara,Italian Serie B,60,GK
235647,H. Sarpei,Hans Nunoo Sarpei,20,1998-08-22,178,72,Ghana,SpVgg Greuther Fürth,German 2. Bundesliga,60,CDM
236829,A. Jung,Andrew Jung,21,1997-10-08,190,84,France,La Berrichonne de Châteauroux,French Ligue 2,60,ST
237395,V. van den Bogert,Victor van den Bogert,19,1999-08-12,185,78,Netherlands,Willem II,Holland Eredivisie,60,CB
237440,H. Delcroix,Hannes Delcroix,20,1999-02-28,185,75,Belgium,RKC Waalwijk,Holland Eredivisie,60,CB
237601,U. Bapoh,Ulrich Bapoh,20,1999-06-29,177,82,Germany,VfL Bochum 1848,German 2. Bundesliga,60,"CAM, LW, ST"
237850,C. Echavarría,Cristian David Echavarría Vélez,22,1997-06-10,165,64,Colombia,Independiente Medellín,Colombian Liga Postobón,60,LM
238737,R. Bidounga,Ryan Bidounga,22,1997-04-29,186,86,France,AS Nancy Lorraine,French Ligue 2,60,CB
240600,A. Al Asmari,Ali Hassan Al Asmari,22,1997-01-12,185,74,Saudi Arabia,Al Ahli,Saudi Abdul L. Jameel League,60,"CM, CAM, CDM"
241134,J. Giraldo,Jaime Andrés Giraldo Ocampo,21,1998-02-08,192,80,Colombia,Independiente Medellín,Colombian Liga Postobón,60,"CB, LB"
242225,J. Issa,Jabor Issa,22,1997-06-07,185,75,Saudi Arabia,Al Ittihad,Saudi Abdul L. Jameel League,60,"CDM, CB"
242703,J. Marcinkowski,James Thomas Marcinkowski,22,1997-05-09,185,83,United States,San Jose Earthquakes,USA Major League Soccer,60,GK
242893,I. Koné,Ibrahima Koné,20,1999-06-16,190,83,Mali,FK Haugesund,Norwegian Eliteserien,60,ST
243004,A. Angulo,Anderson Darley Angulo Tenorio,23,1996-07-01,193,75,Colombia,Atlético Bucaramanga,Colombian Liga Postobón,60,CB
243665,C. Tiéhi,Christ Junior Tiéhi,21,1998-06-16,179,78,Ivory Coast,Le Havre AC,French Ligue 2,60,CDM
244883,A. Al Yami,Abdulrahman Al Yami,22,1997-06-19,174,65,Saudi Arabia,Al Hazem,Saudi Abdul L. Jameel League,60,"ST, LM"
245234,S. Schimandl,Stephan Schimandl,20,1999-03-30,184,76,Austria,SV Mattersburg,Austrian Football Bundesliga,60,ST
246798,J. Williams,Jerome Williams,21,1998-01-04,193,91,United States,Columbus Crew SC,USA Major League Soccer,60,ST
246921,Antón,Antón Escobar Tapiias,21,1998-06-16,185,75,Spain,CD Lugo,Spanish Segunda División,60,ST
247060,Y. Nader,Yahia Nader,20,1998-09-11,177,72,Egypt,Al Ain FC,Rest of World,60,"CDM, CB"
247310,R. Mudražija,Robert Mudražija,22,1997-05-05,177,70,Croatia,FC København,Danish Superliga,60,CM
247329,J. Khmiri,Jasser Khemiri,21,1997-11-13,192,85,Tunisia,Vancouver Whitecaps FC,USA Major League Soccer,60,CB
248087,V. Danale,Vlad Andrei Danale,21,1998-01-28,172,67,Romania,Politehnica Iaşi,Romanian Liga I,60,RM
250743,P. Obermüller,Patrick Obermüller,20,1999-02-17,188,80,Austria,TSV Hartberg,Austrian Football Bundesliga,60,"CB, LB"
251289,T. Keller,Thomas Leon Keller,19,1999-08-05,187,80,Germany,FC Ingolstadt 04,German 3. Bundesliga,60,CB
251547,D. Schnegg,David Schnegg,20,1998-09-29,185,73,Austria,LASK Linz,Austrian Football Bundesliga,60,"LB, LM"
252873,A. Andrade,Andrés Alberto Andrade Cedeño,20,1998-10-16,187,78,Panama,LASK Linz,Austrian Football Bundesliga,60,"LB, CB"
213653,T. Dallison,Tom Dallison,23,1996-02-02,185,84,England,Crawley Town,English League Two,60,CB
227837,H. Castegren,Henrik Castegren,23,1996-03-28,183,82,Sweden,IFK Norrköping,Swedish Allsvenskan,60,CB
227997,O. Zanzala,Offrande Zanzala,22,1996-10-11,185,72,Congo,Accrington Stanley,English League One,60,ST
228740,C. Jacob,Corentin Jacob,22,1997-01-07,188,79,France,Rodez Aveyron Football,French Ligue 2,60,"CDM, CM"
228779,B. Barclay,Ben Barclay,22,1996-10-07,187,78,England,Accrington Stanley,English League One,60,CB
228919,S. Karakoç,Muhammed Samed Karakoç,22,1997-06-30,170,67,Turkey,Fenerbahçe SK,Turkish Süper Lig,60,CAM
230876,M. Butcher,Matt Butcher,22,1997-05-14,188,83,England,Bournemouth,English Premier League,60,"CM, CDM, CB"
